GEOID,route_id,n_stops,best_headway_min,total_trips,route_short_name,route_long_name,route_type
12086000107,28811,5,120.0,5,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000107,28812,12,60.0,21,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000107,30430,3,36.0,15,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000107,30437,8,9.473684210526315,140,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000109,23916,6,90.0,12,NOMBLU,City of North Miami Blue,3
12086000109,23918,14,90.0,28,NOMRED,City of North Miami Red,3
12086000109,28812,2,90.0,4,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000109,28818,14,120.0,14,NMBEACC,City of North Miami Beach Blue Rt,3
12086000109,30399,15,13.846153846153847,161,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000109,30430,21,16.363636363636363,131,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000109,30716,7,15.0,46,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000109,30718,8,30.0,40,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000115,23885,2,90.0,4,AVTGRN,City of Aventura Exp (Green),3
12086000115,28811,5,120.0,5,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000115,28812,7,60.0,13,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000118,28811,6,120.0,6,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000118,28812,10,90.0,12,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000118,30430,8,30.0,38,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000118,30437,8,9.473684210526315,143,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000120,23916,4,90.0,8,NOMBLU,City of North Miami Blue,3
12086000120,23918,13,45.0,28,NOMRED,City of North Miami Red,3
12086000120,28818,1,120.0,1,NMBEACC,City of North Miami Beach Blue Rt,3
12086000120,30399,9,13.846153846153847,100,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000120,30442,10,15.0,119,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000120,30718,4,30.0,20,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000121,23885,9,90.0,18,AVTGRN,City of Aventura Exp (Green),3
12086000121,28812,1,120.0,1,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000122,23885,10,90.0,20,AVTGRN,City of Aventura Exp (Green),3
12086000122,23886,4,60.0,10,AVTPUR,City of Aventura Exp (Purple),3
12086000123,23885,2,90.0,4,AVTGRN,City of Aventura Exp (Green),3
12086000123,28811,12,120.0,12,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000123,28812,25,60.0,34,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000123,30430,10,18.0,56,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000123,30437,10,9.0,183,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000124,23916,9,90.0,18,NOMBLU,City of North Miami Blue,3
12086000124,23918,12,45.0,26,NOMRED,City of North Miami Red,3
12086000124,30399,9,13.846153846153847,100,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000124,30407,13,45.0,52,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000124,30442,9,15.0,105,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000124,30718,4,30.0,20,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000125,28811,11,120.0,11,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000125,28812,13,60.0,19,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000125,30430,10,30.0,49,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000125,30437,4,9.473684210526315,70,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000126,28811,10,120.0,10,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000126,28812,13,90.0,17,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000126,30430,13,18.0,70,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000126,30437,8,9.0,141,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000128,23888,2,90.0,4,AVTYEL,City of Aventura Exp (Yellow),3
12086000128,28812,3,90.0,6,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000128,28817,4,90.0,8,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000128,30399,4,13.846153846153847,44,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000128,30402,4,20.0,30,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000128,30430,12,16.363636363636363,84,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000128,30718,4,30.0,20,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000129,23888,2,60.0,6,AVTYEL,City of Aventura Exp (Yellow),3
12086000130,28811,3,120.0,3,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000130,28812,10,60.0,16,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000130,30430,1,36.0,5,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000130,30437,16,9.473684210526315,283,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000131,23888,9,60.0,21,AVTYEL,City of Aventura Exp (Yellow),3
12086000131,30399,3,15.0,30,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000131,30402,3,16.363636363636363,26,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000131,30449,1,25.714285714285715,7,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000131,30718,3,30.0,14,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000132,23888,29,60.0,60,AVTYEL,City of Aventura Exp (Yellow),3
12086000132,30399,6,13.846153846153847,65,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000132,30402,6,20.0,45,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000132,30718,6,30.0,30,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000134,23885,15,36.0,38,AVTGRN,City of Aventura Exp (Green),3
12086000134,23886,23,36.0,52,AVTPUR,City of Aventura Exp (Purple),3
12086000134,23888,12,36.0,33,AVTYEL,City of Aventura Exp (Yellow),3
12086000134,28811,6,120.0,6,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000134,28812,12,60.0,19,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000134,28817,1,90.0,2,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000134,30399,3,8.571428571428571,42,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000134,30402,3,6.206896551724138,58,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000134,30435,4,60.0,12,95,I-95 GOLDEN GLADES EXPRESS,3
12086000134,30437,10,5.294117647058823,189,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000134,30449,3,12.857142857142858,28,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000134,30717,7,15.0,48,199,COUNTRY CLUB-AVENTURA MALL VIA 199,3
12086000134,30718,3,18.0,20,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000140,28811,7,120.0,7,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000140,28812,10,60.0,14,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000140,30430,8,36.0,38,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000140,30437,6,9.473684210526315,108,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000141,23885,5,90.0,10,AVTGRN,City of Aventura Exp (Green),3
12086000141,23888,6,36.0,18,AVTYEL,City of Aventura Exp (Yellow),3
12086000141,28812,1,120.0,1,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000141,30399,4,15.0,39,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000141,30402,4,9.473684210526315,47,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000141,30449,3,22.5,22,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000141,30718,4,30.0,18,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000142,23885,8,60.0,18,AVTGRN,City of Aventura Exp (Green),3
12086000142,23888,2,60.0,5,AVTYEL,City of Aventura Exp (Yellow),3
12086000142,28811,2,120.0,2,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000142,28812,3,90.0,5,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000142,30437,1,9.0,20,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000143,23885,12,60.0,28,AVTGRN,City of Aventura Exp (Green),3
12086000143,23886,10,60.0,23,AVTPUR,City of Aventura Exp (Purple),3
12086000143,23888,8,60.0,20,AVTYEL,City of Aventura Exp (Yellow),3
12086000143,28811,4,120.0,4,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000143,28812,8,90.0,12,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000143,30437,7,9.0,120,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000144,23885,14,60.0,32,AVTGRN,City of Aventura Exp (Green),3
12086000144,23886,3,60.0,7,AVTPUR,City of Aventura Exp (Purple),3
12086000144,23888,4,60.0,10,AVTYEL,City of Aventura Exp (Yellow),3
12086000144,28811,4,120.0,4,SUNNYBL,City of Sunny Isles Beach Blue Rt,3
12086000144,28812,6,90.0,10,SUNNYOR,City of Sunny Isles Beach Orange Rt,3
12086000144,30437,4,9.0,70,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086000145,23885,4,90.0,8,AVTGRN,City of Aventura Exp (Green),3
12086000145,23886,12,90.0,24,AVTPUR,City of Aventura Exp (Purple),3
12086000146,23885,3,90.0,6,AVTGRN,City of Aventura Exp (Green),3
12086000146,23886,8,60.0,18,AVTPUR,City of Aventura Exp (Purple),3
12086000204,28819,21,60.0,39,NMBEACD,City of North Miami Beach Purple Rt,3
12086000204,30402,12,20.0,25,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000204,30408,30,20.0,182,17,163 ST TERM-VIZ VIA 17 AV,3
12086000204,30430,10,16.363636363636363,103,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000204,30449,11,22.5,86,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000204,30719,9,10.588235294117647,120,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000206,28817,5,90.0,10,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000206,28818,17,120.0,17,NMBEACC,City of North Miami Beach Blue Rt,3
12086000206,28819,2,60.0,6,NMBEACD,City of North Miami Beach Purple Rt,3
12086000206,30399,5,13.846153846153847,56,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000206,30402,9,7.5,91,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000206,30407,13,45.0,46,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000206,30408,2,20.0,18,17,163 ST TERM-VIZ VIA 17 AV,3
12086000206,30430,17,8.571428571428571,160,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000206,30467,6,45.0,21,510,SKYLAKE CIRCULATOR,3
12086000206,30716,3,30.0,17,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000206,30718,3,30.0,16,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000211,23888,4,90.0,8,AVTYEL,City of Aventura Exp (Yellow),3
12086000211,28817,6,90.0,12,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000211,30399,8,13.846153846153847,87,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000211,30402,24,20.0,179,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000211,30435,3,60.0,9,95,I-95 GOLDEN GLADES EXPRESS,3
12086000211,30449,11,22.5,81,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000211,30467,12,25.714285714285715,46,510,SKYLAKE CIRCULATOR,3
12086000211,30718,8,30.0,40,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000212,28817,9,90.0,18,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000212,30399,2,13.846153846153847,22,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000212,30402,11,20.0,84,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000212,30467,9,45.0,32,510,SKYLAKE CIRCULATOR,3
12086000212,30718,2,30.0,10,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000213,28819,11,60.0,17,NMBEACD,City of North Miami Beach Purple Rt,3
12086000213,30402,31,18.0,117,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000213,30408,16,20.0,95,17,163 ST TERM-VIZ VIA 17 AV,3
12086000213,30430,5,16.363636363636363,52,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000213,30435,3,60.0,9,95,I-95 GOLDEN GLADES EXPRESS,3
12086000213,30449,6,22.5,46,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000215,28819,3,60.0,9,NMBEACD,City of North Miami Beach Purple Rt,3
12086000215,30402,22,18.0,154,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000215,30408,5,20.0,32,17,163 ST TERM-VIZ VIA 17 AV,3
12086000215,30430,5,16.363636363636363,52,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000216,28817,2,90.0,4,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000216,28818,5,120.0,5,NMBEACC,City of North Miami Beach Blue Rt,3
12086000216,28819,4,60.0,10,NMBEACD,City of North Miami Beach Purple Rt,3
12086000216,30402,17,12.857142857142858,138,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000216,30407,2,60.0,6,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000216,30408,5,20.0,31,17,163 ST TERM-VIZ VIA 17 AV,3
12086000216,30430,7,9.473684210526315,89,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000216,30467,2,60.0,6,510,SKYLAKE CIRCULATOR,3
12086000218,23916,6,90.0,12,NOMBLU,City of North Miami Blue,3
12086000218,23917,1,90.0,2,NOMGRN,City of North Miami Green,3
12086000218,23919,7,90.0,14,NOMORG,City of North Miami Orange,3
12086000218,30402,16,18.0,129,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000218,30413,4,22.5,20,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000218,30716,7,30.0,40,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000219,23916,6,90.0,12,NOMBLU,City of North Miami Blue,3
12086000219,23917,2,90.0,4,NOMGRN,City of North Miami Green,3
12086000219,23919,5,90.0,10,NOMORG,City of North Miami Orange,3
12086000219,30402,8,9.473684210526315,92,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000219,30407,19,45.0,76,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000219,30413,14,45.0,56,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000219,30442,14,15.0,156,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000220,23916,10,90.0,20,NOMBLU,City of North Miami Blue,3
12086000220,23917,3,90.0,6,NOMGRN,City of North Miami Green,3
12086000220,23919,6,90.0,12,NOMORG,City of North Miami Orange,3
12086000220,30402,14,18.0,115,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000220,30407,7,45.0,28,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000220,30413,7,45.0,28,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000220,30442,2,15.0,23,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000220,30716,12,30.0,70,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000221,28817,10,60.0,24,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000221,30402,10,20.0,78,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000221,30467,10,45.0,35,510,SKYLAKE CIRCULATOR,3
12086000222,28817,13,60.0,30,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000222,30402,17,20.0,113,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000222,30435,6,60.0,18,95,I-95 GOLDEN GLADES EXPRESS,3
12086000222,30449,16,22.5,119,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000222,30467,25,25.714285714285715,91,510,SKYLAKE CIRCULATOR,3
12086000223,23916,7,90.0,14,NOMBLU,City of North Miami Blue,3
12086000223,23918,2,90.0,4,NOMRED,City of North Miami Red,3
12086000223,23919,3,90.0,6,NOMORG,City of North Miami Orange,3
12086000223,30402,6,20.0,48,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000223,30407,12,45.0,48,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000223,30413,7,22.5,32,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000223,30716,17,30.0,98,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000224,23916,3,90.0,6,NOMBLU,City of North Miami Blue,3
12086000224,23918,5,90.0,10,NOMRED,City of North Miami Red,3
12086000224,28818,11,120.0,11,NMBEACC,City of North Miami Beach Blue Rt,3
12086000224,30399,8,15.0,86,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086000224,30407,12,45.0,48,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000224,30716,14,30.0,79,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000224,30718,3,30.0,16,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086000225,28817,12,36.0,29,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000225,28818,10,60.0,13,NMBEACC,City of North Miami Beach Blue Rt,3
12086000225,28819,6,45.0,15,NMBEACD,City of North Miami Beach Purple Rt,3
12086000225,30402,14,6.923076923076923,185,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000225,30407,7,25.714285714285715,26,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000225,30408,5,15.0,42,17,163 ST TERM-VIZ VIA 17 AV,3
12086000225,30430,18,8.571428571428571,226,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000225,30467,14,25.714285714285715,52,510,SKYLAKE CIRCULATOR,3
12086000226,28817,2,90.0,4,NMBEACB,City of North Miami Beach Gold Rt.,3
12086000226,28818,2,120.0,2,NMBEACC,City of North Miami Beach Blue Rt,3
12086000226,28819,3,120.0,3,NMBEACD,City of North Miami Beach Purple Rt,3
12086000226,30402,18,7.826086956521739,117,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000226,30407,2,60.0,6,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000226,30408,2,60.0,6,17,163 ST TERM-VIZ VIA 17 AV,3
12086000226,30430,2,9.473684210526315,28,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000226,30435,2,60.0,6,95,I-95 GOLDEN GLADES EXPRESS,3
12086000226,30449,2,22.5,16,183,AVENTURA-HIALEAH VIA 183 ST/67 AVE,3
12086000226,30467,2,60.0,6,510,SKYLAKE CIRCULATOR,3
12086000227,23919,2,90.0,4,NOMORG,City of North Miami Orange,3
12086000227,30402,10,18.0,78,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000228,28818,3,120.0,3,NMBEACC,City of North Miami Beach Blue Rt,3
12086000228,30402,6,18.0,50,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000228,30407,8,45.0,32,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000228,30716,8,30.0,44,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000302,30719,6,12.857142857142858,84,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000306,23916,4,45.0,10,NOMBLU,City of North Miami Blue,3
12086000306,23917,7,45.0,16,NOMGRN,City of North Miami Green,3
12086000306,23919,11,45.0,24,NOMORG,City of North Miami Orange,3
12086000306,30402,15,9.473684210526315,190,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000306,30407,7,45.0,28,16,163 ST- 79ST VIA NE 6AV & NE 16AV,3
12086000306,30413,9,45.0,36,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000306,30442,9,15.0,103,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000306,30716,7,30.0,39,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000307,23917,8,90.0,16,NOMGRN,City of North Miami Green,3
12086000307,23919,3,90.0,6,NOMORG,City of North Miami Orange,3
12086000307,30413,6,45.0,24,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000307,30442,6,15.0,68,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000307,30716,5,30.0,29,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000307,30719,12,10.588235294117647,179,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000308,23917,6,90.0,12,NOMGRN,City of North Miami Green,3
12086000308,23919,9,90.0,18,NOMORG,City of North Miami Orange,3
12086000308,30413,12,45.0,48,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000308,30442,6,15.0,69,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000308,30716,8,30.0,44,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000309,23916,1,90.0,2,NOMBLU,City of North Miami Blue,3
12086000309,23917,2,90.0,4,NOMGRN,City of North Miami Green,3
12086000309,23919,4,90.0,8,NOMORG,City of North Miami Orange,3
12086000309,30402,7,18.0,58,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000309,30716,6,30.0,33,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000310,23917,1,90.0,2,NOMGRN,City of North Miami Green,3
12086000310,23919,3,90.0,6,NOMORG,City of North Miami Orange,3
12086000310,30402,12,20.0,90,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000310,30716,3,30.0,17,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000311,28819,2,60.0,6,NMBEACD,City of North Miami Beach Purple Rt,3
12086000311,30402,11,20.0,73,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086000311,30408,2,20.0,12,17,163 ST TERM-VIZ VIA 17 AV,3
12086000311,30430,6,16.363636363636363,63,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000312,28819,2,90.0,4,NMBEACD,City of North Miami Beach Purple Rt,3
12086000312,30430,6,16.363636363636363,61,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000312,30719,4,10.588235294117647,62,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000402,28816,5,45.0,20,OPALCKA,City of Opa-Locka North Link,3
12086000402,30408,10,22.5,70,17,163 ST TERM-VIZ VIA 17 AV,3
12086000402,30415,10,15.0,118,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086000405,23917,7,90.0,14,NOMGRN,City of North Miami Green,3
12086000405,30408,2,25.714285714285715,13,17,163 ST TERM-VIZ VIA 17 AV,3
12086000405,30413,2,45.0,8,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000405,30716,9,30.0,54,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000405,30719,8,10.588235294117647,127,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000408,30408,6,13.846153846153847,46,17,163 ST TERM-VIZ VIA 17 AV,3
12086000408,30411,9,30.0,50,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086000408,30715,20,30.0,119,103,HIA GARDENS-BISC BLVD VIA 103 ST,3
12086000408,30719,11,10.588235294117647,179,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000409,23917,3,90.0,6,NOMGRN,City of North Miami Green,3
12086000409,30408,5,25.714285714285715,33,17,163 ST TERM-VIZ VIA 17 AV,3
12086000409,30442,14,15.0,152,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000409,30719,10,10.588235294117647,157,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000410,23917,7,90.0,14,NOMGRN,City of North Miami Green,3
12086000410,30408,8,25.714285714285715,52,17,163 ST TERM-VIZ VIA 17 AV,3
12086000410,30413,18,45.0,72,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000410,30442,14,15.0,152,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000410,30719,9,10.588235294117647,142,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000411,30408,9,25.714285714285715,59,17,163 ST TERM-VIZ VIA 17 AV,3
12086000411,30715,2,30.0,12,103,HIA GARDENS-BISC BLVD VIA 103 ST,3
12086000411,30719,8,10.588235294117647,128,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000413,23917,3,90.0,6,NOMGRN,City of North Miami Green,3
12086000413,30408,9,22.5,63,17,163 ST TERM-VIZ VIA 17 AV,3
12086000413,30716,12,30.0,72,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000413,30719,14,10.0,215,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000414,28819,1,90.0,2,NMBEACD,City of North Miami Beach Purple Rt,3
12086000414,30430,4,9.0,35,75,MIAMI LAKES-NORTH MIAMI-SUNNY ISLES,3
12086000414,30435,3,3.5294117647058822,59,95,I-95 GOLDEN GLADES EXPRESS,3
12086000414,30719,10,5.806451612903226,169,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086000415,30408,12,25.714285714285715,79,17,163 ST TERM-VIZ VIA 17 AV,3
12086000415,30411,11,30.0,61,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086000415,30413,2,45.0,8,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000415,30442,6,15.0,66,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000415,30715,6,30.0,35,103,HIA GARDENS-BISC BLVD VIA 103 ST,3
12086000416,30411,26,30.0,144,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086000416,30413,10,45.0,40,25,MDC NORTH - NE 135 ST/12 AVE,3
12086000416,30415,19,13.846153846153847,230,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086000416,30416,2,30.0,12,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086000416,30442,10,15.0,112,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086000416,30715,6,30.0,33,103,HIA GARDENS-BISC BLVD VIA 103 ST,3
12086000417,28816,16,36.0,70,OPALCKA,City of Opa-Locka North Link,3
12086000417,30408,19,22.5,133,17,163 ST TERM-VIZ VIA 17 AV,3
12086000417,30415,13,15.0,156,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086000417,30716,9,30.0,54,135,OPALOCKA-NORTH MIAMI VIA 135 ST,3
12086000418,28816,3,45.0,12,OPALCKA,City of Opa-Locka North Link,3
12086000418,30408,13,22.5,91,17,163 ST TERM-VIZ VIA 17 AV,3
12086000419,28816,2,36.0,10,OPALCKA,City of Opa-Locka North Link,3
12086000419,30408,6,25.714285714285715,42,17,163 ST TERM-VIZ VIA 17 AV,3
